마파, 150, 68
아사, 156, 74
카하, 163, 49
하바, 174, 90
사라, 186, 51
라나, 166, 50
다라, 182, 42
사차, 157, 96
타나, 154, 45
마나, 166, 47
마가, 163, 60
바파, 172, 52
나다, 169, 59
하사, 182, 66
가사, 172, 99
나라, 182, 56
하가, 178, 40
마사, 169, 65
아나, 158, 44
타사, 172, 85
차마, 171, 46
타라, 158, 63
아차, 150, 49
자라, 169, 91
파파, 167, 72
차아, 167, 82
사마, 164, 64
타카, 150, 82
아자, 164, 52
나나, 166, 62
라바, 162, 73
자가, 164, 91
파마, 155, 91
라가, 168, 56
카아, 184, 53
다하, 153, 62
아나, 181, 51
다사, 150, 87
아파, 157, 63
라마, 154, 46
차아, 177, 86
아파, 181, 61
차하, 167, 86
카카, 179, 89
바라, 156, 52
하아, 186, 78
아차, 154, 63
마차, 170, 96
파파, 168, 63
가타, 188, 50
다라, 182, 84
다아, 164, 91
자카, 175, 76
다사, 171, 59
가마, 150, 57
하마, 179, 73
타카, 178, 41
타바, 174, 53
자카, 153, 43
파하, 152, 98
자차, 154, 75
카아, 171, 56
파타, 162, 51
카바, 177, 43
마라, 189, 68
타하, 189, 99
가사, 169, 53
사나, 168, 41
자타, 162, 72
마아, 178, 98
가자, 162, 54
카나, 178, 55
나나, 188, 83
바파, 168, 53
카마, 152, 63
라다, 167, 72
타하, 155, 44
하카, 177, 74
라라, 157, 55
파다, 181, 71
자바, 183, 75
파사, 184, 60
아다, 163, 40
자바, 159, 45
아카, 155, 95
아카, 170, 44
사하, 185, 97
자다, 151, 55
차카, 187, 70
가카, 184, 93
아마, 151, 66
바파, 171, 63
마가, 151, 45
하바, 177, 81
자사, 187, 70
타카, 160, 74
바나, 153, 54
마아, 172, 68
자차, 158, 48
사사, 188, 73
파바, 174, 41
마파, 172, 46
마가, 170, 73
차나, 156, 74
나사, 150, 76
마마, 155, 98
나바, 175, 51
자마, 177, 84
라자, 167, 70
바하, 165, 92
나파, 172, 98
나아, 156, 53
하차, 173, 41
하파, 188, 76
타카, 187, 42
타파, 178, 99
마타, 183, 96
마차, 179, 69
다다, 177, 55
차가, 177, 52
아사, 185, 77
마마, 189, 98
나다, 189, 98
사마, 183, 53
나차, 151, 76
카마, 154, 79
카카, 185, 75
다다, 189, 55
가사, 189, 88
타나, 180, 57
바가, 164, 96
카하, 151, 72
가카, 176, 76
아사, 152, 98
파하, 175, 68
하차, 160, 71
가마, 169, 59
다타, 159, 40
차차, 153, 55
카카, 151, 99
마자, 179, 86
마하, 184, 78
하카, 184, 74
라타, 157, 67
파하, 188, 86
차바, 185, 94
사파, 159, 64
나라, 160, 91
차나, 175, 85
다아, 179, 46
가라, 157, 47
하차, 156, 48
나자, 157, 66
가마, 157, 68
카라, 180, 62
나카, 189, 42
아마, 156, 95
카타, 173, 92
하차, 181, 76
하마, 155, 98
나다, 169, 76
아자, 172, 82
바하, 181, 64
자하, 156, 57
라자, 155, 86
아가, 178, 80
타가, 170, 70
라나, 158, 81
카차, 175, 56
가마, 158, 57
타라, 156, 77
바하, 158, 87
자나, 166, 94
나나, 154, 94
마파, 157, 57
카자, 185, 40
카차, 182, 46
타하, 185, 43
다아, 160, 40
자타, 157, 76
마하, 153, 41
다아, 185, 85
자타, 155, 98
파하, 164, 57
마사, 156, 64
타라, 153, 84
가사, 175, 41
라마, 182, 46
카라, 182, 97
가바, 183, 82
다차, 187, 52
나나, 161, 51
사카, 168, 49
타차, 170, 95
나타, 152, 43
타카, 152, 40
아나, 177, 79
사자, 183, 45
마자, 175, 45
파아, 174, 61
바다, 176, 93
타타, 174, 72
나다, 181, 69
자나, 155, 79
하나, 177, 79
라라, 179, 86
다자, 151, 72
마마, 161, 72
자자, 164, 94
다나, 156, 90
파자, 179, 84
카라, 174, 62
나하, 172, 49
하바, 185, 99
나차, 179, 43
아나, 180, 58
다마, 180, 45
아하, 175, 80
가사, 178, 93
차파, 176, 52
타사, 153, 87
사마, 168, 82
다자, 185, 51
카다, 179, 66
라차, 165, 68
아다, 182, 54
가사, 150, 97
가차, 156, 65
차라, 175, 46
자아, 177, 62
자파, 169, 99
자타, 154, 48
다사, 179, 42
바나, 155, 97
아하, 160, 68
하다, 163, 41
자차, 170, 56
자사, 174, 50
차아, 177, 58
바사, 178, 75
가바, 157, 90
하파, 186, 89
파타, 154, 78
타가, 189, 75
하파, 166, 84
바나, 170, 86
가사, 174, 47
파사, 189, 44
가아, 154, 45
타아, 159, 43
다파, 158, 59
바파, 157, 84
다가, 185, 41
자사, 177, 67
다나, 169, 97
자카, 160, 61
파가, 178, 74
다나, 172, 82
자나, 181, 66
가사, 189, 52
타가, 154, 88
카자, 172, 45
파하, 154, 56
아자, 165, 82
카나, 172, 59
사카, 169, 82
라자, 177, 87
카사, 176, 91
아다, 169, 48
아라, 188, 85
카사, 168, 45
다마, 172, 54
사가, 155, 95
차파, 181, 68
아라, 188, 71
파라, 188, 48
하하, 177, 42
차자, 155, 45
다마, 169, 74
사마, 154, 68
차마, 185, 97
나아, 152, 76
자나, 150, 60
다바, 170, 78
다타, 152, 95
사가, 152, 96
다카, 166, 70
바자, 171, 96
라마, 153, 44
차아, 151, 61
사사, 180, 57
파파, 155, 80
바하, 189, 80
타자, 180, 85
자자, 184, 95
자카, 166, 76
사사, 185, 60
자자, 161, 89
나차, 178, 92
나다, 162, 86
자차, 157, 86
아하, 162, 97
타아, 174, 94
바카, 176, 75
아파, 173, 92
라가, 167, 62
타차, 178, 70
파다, 163, 75
아자, 156, 46
하하, 162, 90
파바, 175, 55
라나, 173, 89
라차, 161, 84
카나, 181, 90
라다, 170, 60
다타, 189, 68
사파, 181, 81
파자, 180, 60
타하, 182, 74
카가, 157, 80
파가, 189, 40
마아, 158, 50
파차, 168, 81
카파, 185, 57
라가, 164, 40
차마, 168, 98
파마, 179, 82
라차, 153, 91
가사, 166, 63
나나, 178, 55
라카, 153, 80
차사, 174, 67
가파, 164, 67
아바, 153, 62
바나, 174, 88
카자, 168, 72
타라, 175, 88
타사, 164, 55
가나, 180, 68
마아, 172, 47
사타, 187, 60
바자, 159, 49
마가, 158, 98
차마, 174, 53
아바, 154, 73
파아, 182, 69
차나, 180, 54
자파, 155, 68
타차, 158, 64
다마, 155, 84
바차, 175, 95
타파, 188, 41
타나, 167, 86
아라, 162, 45
파카, 151, 70
타차, 177, 72
나다, 162, 61
라라, 166, 47
타아, 156, 70
차아, 177, 56
가파, 180, 90
나하, 181, 77
하바, 185, 56
차차, 180, 51
가파, 153, 94
카타, 170, 69
바다, 157, 59
바나, 175, 52
나마, 160, 94
다파, 173, 60
타파, 166, 72
마다, 171, 53
라아, 179, 61
타카, 189, 60
라아, 157, 57
파마, 155, 87
나카, 164, 71
가나, 152, 70
카타, 157, 52
자차, 188, 72
나아, 167, 86
자가, 172, 93
타파, 160, 96
파파, 181, 61
사자, 186, 89
아카, 162, 47
카마, 174, 95
카나, 170, 96
사자, 163, 56
나차, 172, 88
차파, 166, 45
아차, 160, 98
마파, 171, 97
카다, 162, 65
가마, 184, 43
바라, 174, 75
카나, 181, 70
바아, 168, 89
나파, 153, 96
자가, 184, 64
차하, 150, 64
마사, 173, 50
아바, 179, 46
나다, 182, 75
다하, 164, 95
가라, 182, 81
하라, 161, 87
바파, 157, 65
카라, 158, 87
하바, 188, 49
타하, 166, 67
카바, 165, 62
바차, 169, 41
다하, 166, 58
아카, 181, 41
나카, 155, 87
아마, 160, 89
자아, 185, 49
바마, 184, 77
하파, 172, 52
바파, 152, 88
다아, 157, 67
사나, 164, 70
나바, 167, 42
사라, 168, 58
마파, 151, 55
다바, 189, 74
바라, 166, 69
차사, 150, 58
카파, 163, 41
바마, 156, 89
바카, 189, 41
바타, 185, 92
파바, 154, 48
차차, 157, 63
나바, 165, 81
파가, 186, 71
사가, 168, 40
사카, 175, 99
타카, 156, 87
파라, 169, 48
바마, 188, 65
자사, 157, 77
파파, 187, 42
다사, 188, 82
자가, 184, 84
카타, 165, 99
카가, 150, 96
차가, 182, 99
마나, 169, 93
타아, 188, 49
바가, 181, 81
파가, 176, 50
사다, 151, 85
타파, 189, 45
가바, 175, 96
바가, 171, 99
하카, 178, 83
아타, 181, 99
카타, 154, 49
카사, 175, 66
타타, 163, 54
바타, 186, 72
다카, 156, 41
사아, 189, 91
타사, 167, 96
라파, 186, 53
라다, 163, 71
카라, 188, 98
차하, 150, 73
나라, 158, 99
자카, 183, 82
카하, 167, 89
아하, 188, 89
라자, 182, 40
하파, 178, 65
자자, 167, 52
바바, 180, 76
바타, 189, 91
하가, 151, 47
나라, 155, 62
하파, 185, 67
나카, 172, 93
파마, 179, 80
카마, 169, 79
가아, 186, 88
마차, 165, 97
사타, 156, 53
자사, 159, 94
바차, 185, 82
바라, 185, 52
마차, 161, 60
다라, 173, 48
마파, 164, 99
아나, 176, 55
파하, 154, 47
나나, 154, 66
마라, 156, 48
타카, 184, 61
하사, 159, 54
마파, 178, 68
사파, 151, 44
다마, 166, 85
사사, 167, 51
차마, 186, 56
아카, 162, 93
자나, 156, 75
타하, 181, 83
타파, 179, 83
자마, 184, 63
나파, 176, 79
가하, 169, 65
카아, 185, 63
차아, 188, 66
가아, 153, 84
카다, 180, 94
차나, 188, 94
카나, 172, 45
사타, 180, 75
사다, 186, 55
파다, 157, 68
가바, 163, 60
자파, 186, 45
차카, 154, 83
가파, 156, 94
차카, 160, 79
하차, 182, 73
하바, 161, 84
타라, 161, 45
자마, 177, 43
바아, 164, 90
바바, 166, 67
하카, 188, 51
바하, 187, 93
타차, 172, 97
가자, 184, 60
파타, 167, 84
마아, 154, 50
파자, 162, 43
아자, 158, 45
카마, 162, 70
아파, 188, 76
차마, 185, 99
사사, 184, 88
가하, 174, 85
가마, 166, 70
라마, 170, 68
사차, 165, 90
가카, 170, 62
사사, 151, 45
사하, 182, 80
파사, 187, 66
나마, 182, 61
차파, 158, 66
자가, 182, 50
자마, 165, 57
아다, 168, 79
다카, 171, 92
마라, 163, 60
다타, 158, 63
다아, 188, 73
다카, 153, 69
아아, 182, 84
아카, 150, 84
자바, 188, 71
마자, 159, 70
가차, 177, 65
사바, 168, 47
라아, 167, 43
자자, 176, 50
차라, 176, 71
바가, 165, 94
파아, 185, 61
타라, 164, 49
아나, 182, 54
다차, 176, 76
라마, 160, 94
자나, 185, 53
타아, 165, 76
라자, 163, 76
나차, 163, 89
라차, 163, 84
사다, 168, 61
파다, 171, 86
다타, 153, 82
하아, 157, 62
바차, 154, 67
하하, 160, 80
마카, 154, 63
파라, 186, 87
아아, 174, 82
타카, 176, 51
다아, 155, 88
사차, 188, 85
아가, 155, 97
아가, 188, 50
타다, 185, 50
타아, 171, 73
라사, 165, 67
다타, 173, 47
카가, 161, 60
파아, 187, 53
라사, 185, 95
카타, 151, 54
가차, 160, 64
마바, 159, 67
차카, 189, 83
파아, 166, 71
바차, 188, 48
라아, 160, 81
사가, 157, 59
하가, 156, 76
사아, 150, 63
카하, 152, 50
마나, 151, 70
아타, 180, 42
바마, 155, 54
라아, 164, 44
라자, 189, 53
차사, 150, 74
파바, 152, 88
가하, 169, 59
마라, 170, 95
하나, 182, 74
가가, 183, 47
차차, 170, 66
차하, 158, 66
나아, 165, 88
하바, 161, 46
차바, 169, 51
다파, 173, 61
자가, 159, 52
차다, 184, 65
파차, 187, 61
파카, 178, 46
카사, 171, 52
파다, 171, 41
파가, 174, 79
사다, 159, 96
가나, 175, 95
마마, 163, 65
다타, 169, 41
카파, 161, 89
나아, 188, 96
자타, 177, 78
파사, 160, 59
바다, 168, 76
사다, 151, 40
바타, 159, 77
라다, 167, 58
하바, 157, 63
마다, 184, 81
카카, 167, 98
아바, 178, 56
라아, 163, 85
하자, 172, 58
차사, 152, 96
사아, 163, 91
자마, 184, 94
바마, 186, 59
라아, 189, 47
가나, 161, 58
차타, 183, 64
파바, 161, 73
카사, 167, 56
사차, 161, 83
나카, 173, 42
하하, 165, 47
사마, 157, 62
마다, 154, 91
파차, 176, 51
카나, 181, 42
카아, 164, 99
가차, 183, 45
타바, 161, 66
하마, 164, 82
사사, 188, 40
카타, 189, 76
아자, 186, 46
자하, 156, 78
자하, 173, 64
하하, 158, 96
자가, 186, 81
가마, 156, 97
다나, 152, 44
타나, 188, 43
아하, 180, 68
아사, 179, 92
바차, 171, 55
하파, 185, 69
